Code CIS,Code ATC,Libellé ATC
62428328,C09BA07,Bénazépril et diurétiques
62617179,C09BA07,Bénazépril et diurétiques
63383793,C09BA09,Fosinopril et diurétiques
64061553,C09BA09,Fosinopril et diurétiques
64622680,C09BA09,Fosinopril et diurétiques
66304616,C09BA09,Fosinopril et diurétiques
66934180,C09BA09,Fosinopril et diurétiques
67017829,C09BA09,Fosinopril et diurétiques
60516982,C09BB10,Trandolapril et vérapamil
62404028,C09BB10,Trandolapril et vérapamil
64603331,C09BB10,Trandolapril et vérapamil
60443477,C09CA01,Losartan
61133378,C09CA01,Losartan
62270675,C09CA01,Losartan
62371553,C09CA01,Losartan
62744785,C09CA01,Losartan
62786236,C09CA01,Losartan
63012845,C09CA01,Losartan
63732483,C09CA01,Losartan
64011358,C09CA01,Losartan
64201553,C09CA01,Losartan
64448518,C09CA01,Losartan
64892601,C09CA01,Losartan
65029882,C09CA01,Losartan
65136489,C09CA01,Losartan
65638748,C09CA01,Losartan
65657232,C09CA01,Losartan
66042644,C09CA01,Losartan
66659784,C09CA01,Losartan
66928996,C09CA01,Losartan
67645691,C09CA01,Losartan
67675179,C09CA01,Losartan
67881866,C09CA01,Losartan
67953657,C09CA01,Losartan
68656210,C09CA01,Losartan
68768818,C09CA01,Losartan
68896312,C09CA01,Losartan
68927786,C09CA01,Losartan
69197614,C09CA01,Losartan
69337265,C09CA01,Losartan
60232359,C09CA03,Valsartan
60282789,C09CA03,Valsartan
60375880,C09CA03,Valsartan
61143842,C09CA03,Valsartan
61823653,C09CA03,Valsartan
61960118,C09CA03,Valsartan
62118322,C09CA03,Valsartan
62207600,C09CA03,Valsartan
62241816,C09CA03,Valsartan
62253042,C09CA03,Valsartan
62435881,C09CA03,Valsartan
62518793,C09CA03,Valsartan
62582582,C09CA03,Valsartan
62925789,C09CA03,Valsartan
64116131,C09CA03,Valsartan
64854807,C09CA03,Valsartan
65243256,C09CA03,Valsartan
65471256,C09CA03,Valsartan
65621357,C09CA03,Valsartan
65756419,C09CA03,Valsartan
65780473,C09CA03,Valsartan
66248854,C09CA03,Valsartan
66334381,C09CA03,Valsartan
66383663,C09CA03,Valsartan
66599839,C09CA03,Valsartan
66870190,C09CA03,Valsartan
67087471,C09CA03,Valsartan
67357066,C09CA03,Valsartan
67519721,C09CA03,Valsartan
67813947,C09CA03,Valsartan
68065816,C09CA03,Valsartan
68337885,C09CA03,Valsartan
68410194,C09CA03,Valsartan
68598472,C09CA03,Valsartan
68615199,C09CA03,Valsartan
68751498,C09CA03,Valsartan
69319623,C09CA03,Valsartan
69557432,C09CA03,Valsartan
69590076,C09CA03,Valsartan
69593873,C09CA03,Valsartan
60488216,C09CA04,Irbésartan
60519505,C09CA04,Irbésartan
60582498,C09CA04,Irbésartan
60595232,C09CA04,Irbésartan
60938446,C09CA04,Irbésartan
61200414,C09CA04,Irbésartan
61259277,C09CA04,Irbésartan
61496529,C09CA04,Irbésartan
61605035,C09CA04,Irbésartan
61606055,C09CA04,Irbésartan
61904639,C09CA04,Irbésartan
62076065,C09CA04,Irbésartan
62603012,C09CA04,Irbésartan
62621779,C09CA04,Irbésartan
62782120,C09CA04,Irbésartan
62860284,C09CA04,Irbésartan
62872607,C09CA04,Irbésartan
63462842,C09CA04,Irbésartan
64439316,C09CA04,Irbésartan
64522751,C09CA04,Irbésartan
64593129,C09CA04,Irbésartan
64860048,C09CA04,Irbésartan
64933635,C09CA04,Irbésartan
65513666,C09CA04,Irbésartan
66173953,C09CA04,Irbésartan
66359477,C09CA04,Irbésartan
66411408,C09CA04,Irbésartan
66542998,C09CA04,Irbésartan
66799793,C09CA04,Irbésartan
66802809,C09CA04,Irbésartan
66842294,C09CA04,Irbésartan
66849787,C09CA04,Irbésartan
67229700,C09CA04,Irbésartan
67481345,C09CA04,Irbésartan
67649914,C09CA04,Irbésartan
68121332,C09CA04,Irbésartan
68251475,C09CA04,Irbésartan
68311716,C09CA04,Irbésartan
68352481,C09CA04,Irbésartan
68370547,C09CA04,Irbésartan
68420651,C09CA04,Irbésartan
68596553,C09CA04,Irbésartan
68620805,C09CA04,Irbésartan
68699820,C09CA04,Irbésartan
68789755,C09CA04,Irbésartan
69393666,C09CA04,Irbésartan
69985835,C09CA04,Irbésartan
60122628,C09CA06,Candésartan
60323969,C09CA06,Candésartan
60670980,C09CA06,Candésartan
60754738,C09CA06,Candésartan
60927706,C09CA06,Candésartan
61010703,C09CA06,Candésartan
61315306,C09CA06,Candésartan
61501937,C09CA06,Candésartan
61511543,C09CA06,Candésartan
61642119,C09CA06,Candésartan
61858743,C09CA06,Candésartan
61928896,C09CA06,Candésartan
62044434,C09CA06,Candésartan
62184169,C09CA06,Candésartan
62679533,C09CA06,Candésartan
62894571,C09CA06,Candésartan
62910207,C09CA06,Candésartan
62929435,C09CA06,Candésartan
63224079,C09CA06,Candésartan
63470636,C09CA06,Candésartan
63511759,C09CA06,Candésartan
64107495,C09CA06,Candésartan
64358070,C09CA06,Candésartan
64387008,C09CA06,Candésartan
64941386,C09CA06,Candésartan
65285180,C09CA06,Candésartan
65430708,C09CA06,Candésartan
65694106,C09CA06,Candésartan
65776902,C09CA06,Candésartan
65908097,C09CA06,Candésartan
65969730,C09CA06,Candésartan
66298152,C09CA06,Candésartan
66329046,C09CA06,Candésartan
66444664,C09CA06,Candésartan
66740581,C09CA06,Candésartan
66751688,C09CA06,Candésartan
66775917,C09CA06,Candésartan
66847149,C09CA06,Candésartan
66950291,C09CA06,Candésartan
67283331,C09CA06,Candésartan
67351070,C09CA06,Candésartan
67467872,C09CA06,Candésartan
67684210,C09CA06,Candésartan
67856578,C09CA06,Candésartan
68155046,C09CA06,Candésartan
68630646,C09CA06,Candésartan
68642132,C09CA06,Candésartan
69015780,C09CA06,Candésartan
69233067,C09CA06,Candésartan
69509672,C09CA06,Candésartan
69594377,C09CA06,Candésartan
69641318,C09CA06,Candésartan
69962142,C09CA06,Candésartan
60473157,C09CA07,Telmisartan
60560224,C09CA07,Telmisartan
61730971,C09CA07,Telmisartan
61842988,C09CA07,Telmisartan
61885726,C09CA07,Telmisartan
62260706,C09CA07,Telmisartan
62292928,C09CA07,Telmisartan
64053720,C09CA07,Telmisartan
64859537,C09CA07,Telmisartan
65094353,C09CA07,Telmisartan
65179106,C09CA07,Telmisartan
65259207,C09CA07,Telmisartan
65586116,C09CA07,Telmisartan
66102319,C09CA07,Telmisartan
66161755,C09CA07,Telmisartan
66328738,C09CA07,Telmisartan
66435195,C09CA07,Telmisartan
66669675,C09CA07,Telmisartan
67169534,C09CA07,Telmisartan
67183046,C09CA07,Telmisartan
67286548,C09CA07,Telmisartan
68209355,C09CA07,Telmisartan
68369993,C09CA07,Telmisartan
68529113,C09CA07,Telmisartan
69394106,C09CA07,Telmisartan
69536527,C09CA07,Telmisartan
60142043,C09DA01,Losartan et diurétiques
60639586,C09DA01,Losartan et diurétiques
60922709,C09DA01,Losartan et diurétiques
60987991,C09DA01,Losartan et diurétiques
61516533,C09DA01,Losartan et diurétiques
62419546,C09DA01,Losartan et diurétiques
62443426,C09DA01,Losartan et diurétiques
62577806,C09DA01,Losartan et diurétiques
62935438,C09DA01,Losartan et diurétiques
63047935,C09DA01,Losartan et diurétiques
63066736,C09DA01,Losartan et diurétiques
63406060,C09DA01,Losartan et diurétiques
63729811,C09DA01,Losartan et diurétiques
64539188,C09DA01,Losartan et diurétiques
64648458,C09DA01,Losartan et diurétiques
64705546,C09DA01,Losartan et diurétiques
65042709,C09DA01,Losartan et diurétiques
65085169,C09DA01,Losartan et diurétiques
65214977,C09DA01,Losartan et diurétiques
65647786,C09DA01,Losartan et diurétiques
66162063,C09DA01,Losartan et diurétiques
66331314,C09DA01,Losartan et diurétiques
66396792,C09DA01,Losartan et diurétiques
66564254,C09DA01,Losartan et diurétiques
66578478,C09DA01,Losartan et diurétiques
66934084,C09DA01,Losartan et diurétiques
67292654,C09DA01,Losartan et diurétiques
67511468,C09DA01,Losartan et diurétiques
67576284,C09DA01,Losartan et diurétiques
68040834,C09DA01,Losartan et diurétiques
68269128,C09DA01,Losartan et diurétiques
68640804,C09DA01,Losartan et diurétiques
68988369,C09DA01,Losartan et diurétiques
69725606,C09DA01,Losartan et diurétiques
69905668,C09DA01,Losartan et diurétiques
60407883,C09DA03,Valsartan et diurétiques
60560046,C09DA03,Valsartan et diurétiques
60729806,C09DA03,Valsartan et diurétiques
61272488,C09DA03,Valsartan et diurétiques
61614493,C09DA03,Valsartan et diurétiques
61644248,C09DA03,Valsartan et diurétiques
61939017,C09DA03,Valsartan et diurétiques
62422784,C09DA03,Valsartan et diurétiques
62791450,C09DA03,Valsartan et diurétiques
62871220,C09DA03,Valsartan et diurétiques
63075856,C09DA03,Valsartan et diurétiques
63139718,C09DA03,Valsartan et diurétiques
63240667,C09DA03,Valsartan et diurétiques
63374805,C09DA03,Valsartan et diurétiques
63643725,C09DA03,Valsartan et diurétiques
63798234,C09DA03,Valsartan et diurétiques
63809022,C09DA03,Valsartan et diurétiques
63859865,C09DA03,Valsartan et diurétiques
64062452,C09DA03,Valsartan et diurétiques
64331543,C09DA03,Valsartan et diurétiques
64487357,C09DA03,Valsartan et diurétiques
64621863,C09DA03,Valsartan et diurétiques
65061780,C09DA03,Valsartan et diurétiques
65065818,C09DA03,Valsartan et diurétiques
65176633,C09DA03,Valsartan et diurétiques
65200162,C09DA03,Valsartan et diurétiques
65262744,C09DA03,Valsartan et diurétiques
65613289,C09DA03,Valsartan et diurétiques
65922894,C09DA03,Valsartan et diurétiques
66124970,C09DA03,Valsartan et diurétiques
66566668,C09DA03,Valsartan et diurétiques
67481950,C09DA03,Valsartan et diurétiques
67507637,C09DA03,Valsartan et diurétiques
67863626,C09DA03,Valsartan et diurétiques
68455307,C09DA03,Valsartan et diurétiques
68522318,C09DA03,Valsartan et diurétiques
68684658,C09DA03,Valsartan et diurétiques
69008387,C09DA03,Valsartan et diurétiques
69115058,C09DA03,Valsartan et diurétiques
69148058,C09DA03,Valsartan et diurétiques
69356073,C09DA03,Valsartan et diurétiques
69502717,C09DA03,Valsartan et diurétiques
69969418,C09DA03,Valsartan et diurétiques
60731440,C09DA04,Irbésartan et diurétiques
61120530,C09DA04,Irbésartan et diurétiques
61378064,C09DA04,Irbésartan et diurétiques
61547030,C09DA04,Irbésartan et diurétiques
62183964,C09DA04,Irbésartan et diurétiques
62312163,C09DA04,Irbésartan et diurétiques
62448170,C09DA04,Irbésartan et diurétiques
62727234,C09DA04,Irbésartan et diurétiques
62786389,C09DA04,Irbésartan et diurétiques
62840513,C09DA04,Irbésartan et diurétiques
62946153,C09DA04,Irbésartan et diurétiques
63021303,C09DA04,Irbésartan et diurétiques
63256529,C09DA04,Irbésartan et diurétiques
63378458,C09DA04,Irbésartan et diurétiques
63490927,C09DA04,Irbésartan et diurétiques
63826452,C09DA04,Irbésartan et diurétiques
63927896,C09DA04,Irbésartan et diurétiques
64018107,C09DA04,Irbésartan et diurétiques
64662917,C09DA04,Irbésartan et diurétiques
65355223,C09DA04,Irbésartan et diurétiques
65376662,C09DA04,Irbésartan et diurétiques
66385963,C09DA04,Irbésartan et diurétiques
66500369,C09DA04,Irbésartan et diurétiques
66598146,C09DA04,Irbésartan et diurétiques
66650493,C09DA04,Irbésartan et diurétiques
66991594,C09DA04,Irbésartan et diurétiques
67305500,C09DA04,Irbésartan et diurétiques
67722294,C09DA04,Irbésartan et diurétiques
67806600,C09DA04,Irbésartan et diurétiques
67934781,C09DA04,Irbésartan et diurétiques
67940243,C09DA04,Irbésartan et diurétiques
68481711,C09DA04,Irbésartan et diurétiques
68699674,C09DA04,Irbésartan et diurétiques
68948481,C09DA04,Irbésartan et diurétiques
69147369,C09DA04,Irbésartan et diurétiques
69218485,C09DA04,Irbésartan et diurétiques
69578120,C09DA04,Irbésartan et diurétiques
69714150,C09DA04,Irbésartan et diurétiques
60512090,C09DA06,Candésartan et diurétiques
60643976,C09DA06,Candésartan et diurétiques
60743994,C09DA06,Candésartan et diurétiques
60855281,C09DA06,Candésartan et diurétiques
60885214,C09DA06,Candésartan et diurétiques
60981426,C09DA06,Candésartan et diurétiques
61872390,C09DA06,Candésartan et diurétiques
63677631,C09DA06,Candésartan et diurétiques
64027704,C09DA06,Candésartan et diurétiques
64456899,C09DA06,Candésartan et diurétiques
64822802,C09DA06,Candésartan et diurétiques
64975157,C09DA06,Candésartan et diurétiques
65576937,C09DA06,Candésartan et diurétiques
66194303,C09DA06,Candésartan et diurétiques
66315178,C09DA06,Candésartan et diurétiques
66525995,C09DA06,Candésartan et diurétiques
66617034,C09DA06,Candésartan et diurétiques
66787378,C09DA06,Candésartan et diurétiques
67501673,C09DA06,Candésartan et diurétiques
68396894,C09DA06,Candésartan et diurétiques
68504747,C09DA06,Candésartan et diurétiques
69025080,C09DA06,Candésartan et diurétiques
69309586,C09DA06,Candésartan et diurétiques
69346798,C09DA06,Candésartan et diurétiques
69381219,C09DA06,Candésartan et diurétiques
69519524,C09DA06,Candésartan et diurétiques
60570229,C09DA07,Telmisartan et diurétiques
60906053,C09DA07,Telmisartan et diurétiques
60971236,C09DA07,Telmisartan et diurétiques
61217495,C09DA07,Telmisartan et diurétiques
61344795,C09DA07,Telmisartan et diurétiques
61498569,C09DA07,Telmisartan et diurétiques
61767005,C09DA07,Telmisartan et diurétiques
61824972,C09DA07,Telmisartan et diurétiques
61897454,C09DA07,Telmisartan et diurétiques
62527632,C09DA07,Telmisartan et diurétiques
62629676,C09DA07,Telmisartan et diurétiques
63007766,C09DA07,Telmisartan et diurétiques
63032520,C09DA07,Telmisartan et diurétiques
63196808,C09DA07,Telmisartan et diurétiques
63809467,C09DA07,Telmisartan et diurétiques
63853652,C09DA07,Telmisartan et diurétiques
63871860,C09DA07,Telmisartan et diurétiques
63883791,C09DA07,Telmisartan et diurétiques
64082832,C09DA07,Telmisartan et diurétiques
64278215,C09DA07,Telmisartan et diurétiques
64647819,C09DA07,Telmisartan et diurétiques
64651504,C09DA07,Telmisartan et diurétiques
64979305,C09DA07,Telmisartan et diurétiques
65198779,C09DA07,Telmisartan et diurétiques
65587015,C09DA07,Telmisartan et diurétiques
65605545,C09DA07,Telmisartan et diurétiques
65815038,C09DA07,Telmisartan et diurétiques
65959330,C09DA07,Telmisartan et diurétiques
66083616,C09DA07,Telmisartan et diurétiques
66889582,C09DA07,Telmisartan et diurétiques
67005296,C09DA07,Telmisartan et diurétiques
67008214,C09DA07,Telmisartan et diurétiques
67193026,C09DA07,Telmisartan et diurétiques
67554786,C09DA07,Telmisartan et diurétiques
68460165,C09DA07,Telmisartan et diurétiques
68499809,C09DA07,Telmisartan et diurétiques
69467344,C09DA07,Telmisartan et diurétiques
69491669,C09DA07,Telmisartan et diurétiques
69733859,C09DA07,Telmisartan et diurétiques
60071190,C10AA01,Simvastatine
60145580,C10AA01,Simvastatine
60512336,C10AA01,Simvastatine
60583269,C10AA01,Simvastatine
60791672,C10AA01,Simvastatine
60834807,C10AA01,Simvastatine
61012191,C10AA01,Simvastatine
61141019,C10AA01,Simvastatine
61275694,C10AA01,Simvastatine
61411685,C10AA01,Simvastatine
61510021,C10AA01,Simvastatine
62039768,C10AA01,Simvastatine
62134458,C10AA01,Simvastatine
62667004,C10AA01,Simvastatine
63025508,C10AA01,Simvastatine
63073499,C10AA01,Simvastatine
63187944,C10AA01,Simvastatine
63303256,C10AA01,Simvastatine
64603769,C10AA01,Simvastatine
64607301,C10AA01,Simvastatine
65080738,C10AA01,Simvastatine
65187416,C10AA01,Simvastatine
65320254,C10AA01,Simvastatine
65475176,C10AA01,Simvastatine
65864291,C10AA01,Simvastatine
65906484,C10AA01,Simvastatine
66351224,C10AA01,Simvastatine
66399710,C10AA01,Simvastatine
66952723,C10AA01,Simvastatine
67037301,C10AA01,Simvastatine
67364616,C10AA01,Simvastatine
67709496,C10AA01,Simvastatine
67711814,C10AA01,Simvastatine
68355730,C10AA01,Simvastatine
68435621,C10AA01,Simvastatine
68748502,C10AA01,Simvastatine
68990181,C10AA01,Simvastatine
69094525,C10AA01,Simvastatine
69095463,C10AA01,Simvastatine
69389536,C10AA01,Simvastatine
69646557,C10AA01,Simvastatine
69795857,C10AA01,Simvastatine
60097203,C10AA03,Pravastatine
60270452,C10AA03,Pravastatine
60619174,C10AA03,Pravastatine
61077666,C10AA03,Pravastatine
61353972,C10AA03,Pravastatine
61370516,C10AA03,Pravastatine
61624936,C10AA03,Pravastatine
61650728,C10AA03,Pravastatine
61696953,C10AA03,Pravastatine
61823920,C10AA03,Pravastatine
61923511,C10AA03,Pravastatine
62046798,C10AA03,Pravastatine
62145725,C10AA03,Pravastatine
62164533,C10AA03,Pravastatine
62182990,C10AA03,Pravastatine
62323042,C10AA03,Pravastatine
62610754,C10AA03,Pravastatine
63141886,C10AA03,Pravastatine
63186251,C10AA03,Pravastatine
63274623,C10AA03,Pravastatine
63738721,C10AA03,Pravastatine
63911447,C10AA03,Pravastatine
63964916,C10AA03,Pravastatine
64059342,C10AA03,Pravastatine
64414658,C10AA03,Pravastatine
64842776,C10AA03,Pravastatine
65628540,C10AA03,Pravastatine
65663922,C10AA03,Pravastatine
66424715,C10AA03,Pravastatine
66605249,C10AA03,Pravastatine
67344026,C10AA03,Pravastatine
67623129,C10AA03,Pravastatine
68669720,C10AA03,Pravastatine
68811073,C10AA03,Pravastatine
69214818,C10AA03,Pravastatine
69318400,C10AA03,Pravastatine
69481162,C10AA03,Pravastatine
69511004,C10AA03,Pravastatine
69798262,C10AA03,Pravastatine
69922952,C10AA03,Pravastatine
60679068,C10AA04,Fluvastatine
60852004,C10AA04,Fluvastatine
60852253,C10AA04,Fluvastatine
60958826,C10AA04,Fluvastatine
61763366,C10AA04,Fluvastatine
61940966,C10AA04,Fluvastatine
62066676,C10AA04,Fluvastatine
62468632,C10AA04,Fluvastatine
62756595,C10AA04,Fluvastatine
62912304,C10AA04,Fluvastatine
63897780,C10AA04,Fluvastatine
64300843,C10AA04,Fluvastatine
65550846,C10AA04,Fluvastatine
65769893,C10AA04,Fluvastatine
66605982,C10AA04,Fluvastatine
66946962,C10AA04,Fluvastatine
68067589,C10AA04,Fluvastatine
60007437,C10AA05,Atorvastatine
60113814,C10AA05,Atorvastatine
60265932,C10AA05,Atorvastatine
60519117,C10AA05,Atorvastatine
60703487,C10AA05,Atorvastatine
61098183,C10AA05,Atorvastatine
61391955,C10AA05,Atorvastatine
61411404,C10AA05,Atorvastatine
61482159,C10AA05,Atorvastatine
61633579,C10AA05,Atorvastatine
61676897,C10AA05,Atorvastatine
61727174,C10AA05,Atorvastatine
61805662,C10AA05,Atorvastatine
61830893,C10AA05,Atorvastatine
61911046,C10AA05,Atorvastatine
62019370,C10AA05,Atorvastatine
62047925,C10AA05,Atorvastatine
62219684,C10AA05,Atorvastatine
62615406,C10AA05,Atorvastatine
62738704,C10AA05,Atorvastatine
62864852,C10AA05,Atorvastatine
62866294,C10AA05,Atorvastatine
62977177,C10AA05,Atorvastatine
63082110,C10AA05,Atorvastatine
63366057,C10AA05,Atorvastatine
63591367,C10AA05,Atorvastatine
63644599,C10AA05,Atorvastatine
63661449,C10AA05,Atorvastatine
63926641,C10AA05,Atorvastatine
63974084,C10AA05,Atorvastatine
63978976,C10AA05,Atorvastatine
63998110,C10AA05,Atorvastatine
64176801,C10AA05,Atorvastatine
64308092,C10AA05,Atorvastatine
64408331,C10AA05,Atorvastatine
64572537,C10AA05,Atorvastatine
65030856,C10AA05,Atorvastatine
65094481,C10AA05,Atorvastatine
65149821,C10AA05,Atorvastatine
65168323,C10AA05,Atorvastatine
65221637,C10AA05,Atorvastatine
65450664,C10AA05,Atorvastatine
65584300,C10AA05,Atorvastatine
65689002,C10AA05,Atorvastatine
65742330,C10AA05,Atorvastatine
65907376,C10AA05,Atorvastatine
66279287,C10AA05,Atorvastatine
66292224,C10AA05,Atorvastatine
66328485,C10AA05,Atorvastatine
66331392,C10AA05,Atorvastatine
66456143,C10AA05,Atorvastatine
66530729,C10AA05,Atorvastatine
66595171,C10AA05,Atorvastatine
66933705,C10AA05,Atorvastatine
66936459,C10AA05,Atorvastatine
67008260,C10AA05,Atorvastatine
67059408,C10AA05,Atorvastatine
67143532,C10AA05,Atorvastatine
67202055,C10AA05,Atorvastatine
67379949,C10AA05,Atorvastatine
67607954,C10AA05,Atorvastatine
67737951,C10AA05,Atorvastatine
67762488,C10AA05,Atorvastatine
68118158,C10AA05,Atorvastatine
68125932,C10AA05,Atorvastatine
68212077,C10AA05,Atorvastatine
68228761,C10AA05,Atorvastatine
68232578,C10AA05,Atorvastatine
68294626,C10AA05,Atorvastatine
68419357,C10AA05,Atorvastatine
68424379,C10AA05,Atorvastatine
68556498,C10AA05,Atorvastatine
68603720,C10AA05,Atorvastatine
68666845,C10AA05,Atorvastatine
68689484,C10AA05,Atorvastatine
68722475,C10AA05,Atorvastatine
69068936,C10AA05,Atorvastatine
69110520,C10AA05,Atorvastatine
69320216,C10AA05,Atorvastatine
69329044,C10AA05,Atorvastatine
69329539,C10AA05,Atorvastatine
69466146,C10AA05,Atorvastatine
69522513,C10AA05,Atorvastatine
69770448,C10AA05,Atorvastatine
69780531,C10AA05,Atorvastatine
69902323,C10AA05,Atorvastatine
69942983,C10AA05,Atorvastatine
60173715,C10AA07,Rosuvastatine
60251135,C10AA07,Rosuvastatine
60314183,C10AA07,Rosuvastatine
60366689,C10AA07,Rosuvastatine
60562734,C10AA07,Rosuvastatine
60893428,C10AA07,Rosuvastatine
61062358,C10AA07,Rosuvastatine
61306595,C10AA07,Rosuvastatine
61357853,C10AA07,Rosuvastatine
61435483,C10AA07,Rosuvastatine
61458546,C10AA07,Rosuvastatine
61543911,C10AA07,Rosuvastatine
61785626,C10AA07,Rosuvastatine
61823685,C10AA07,Rosuvastatine
61871018,C10AA07,Rosuvastatine
61892457,C10AA07,Rosuvastatine
62065528,C10AA07,Rosuvastatine
62238453,C10AA07,Rosuvastatine
62390393,C10AA07,Rosuvastatine
62704449,C10AA07,Rosuvastatine
63020824,C10AA07,Rosuvastatine
63131995,C10AA07,Rosuvastatine
63191743,C10AA07,Rosuvastatine
63201575,C10AA07,Rosuvastatine
64033397,C10AA07,Rosuvastatine
64361344,C10AA07,Rosuvastatine
64435410,C10AA07,Rosuvastatine
64642188,C10AA07,Rosuvastatine
64675900,C10AA07,Rosuvastatine
64711296,C10AA07,Rosuvastatine
64713742,C10AA07,Rosuvastatine
64766442,C10AA07,Rosuvastatine
64885845,C10AA07,Rosuvastatine
64896343,C10AA07,Rosuvastatine
64949625,C10AA07,Rosuvastatine
65148032,C10AA07,Rosuvastatine
65227063,C10AA07,Rosuvastatine
65672729,C10AA07,Rosuvastatine
65737881,C10AA07,Rosuvastatine
65918166,C10AA07,Rosuvastatine
65969680,C10AA07,Rosuvastatine
66150164,C10AA07,Rosuvastatine
66994081,C10AA07,Rosuvastatine
67273757,C10AA07,Rosuvastatine
67286039,C10AA07,Rosuvastatine
67316347,C10AA07,Rosuvastatine
67607630,C10AA07,Rosuvastatine
67741362,C10AA07,Rosuvastatine
67760537,C10AA07,Rosuvastatine
68479386,C10AA07,Rosuvastatine
68508471,C10AA07,Rosuvastatine
69381938,C10AA07,Rosuvastatine
69414886,C10AA07,Rosuvastatine
69473265,C10AA07,Rosuvastatine
62119207,C10AB02,Bézafibrate
65558259,C10AB02,Bézafibrate
68696386,C10AB04,Gemfibrozil
60004277,C10AB05,Fénofibrate
60187501,C10AB05,Fénofibrate
60302512,C10AB05,Fénofibrate
60883708,C10AB05,Fénofibrate
61019912,C10AB05,Fénofibrate
61774284,C10AB05,Fénofibrate
61942668,C10AB05,Fénofibrate
61967205,C10AB05,Fénofibrate
62016239,C10AB05,Fénofibrate
62277520,C10AB05,Fénofibrate
62503389,C10AB05,Fénofibrate
62575470,C10AB05,Fénofibrate
62602914,C10AB05,Fénofibrate
62705088,C10AB05,Fénofibrate
62754046,C10AB05,Fénofibrate
62813683,C10AB05,Fénofibrate
63686872,C10AB05,Fénofibrate
63902626,C10AB05,Fénofibrate
64090124,C10AB05,Fénofibrate
64325330,C10AB05,Fénofibrate
64368641,C10AB05,Fénofibrate
64563132,C10AB05,Fénofibrate
64743949,C10AB05,Fénofibrate
65137071,C10AB05,Fénofibrate
65145933,C10AB05,Fénofibrate
65254758,C10AB05,Fénofibrate
65310242,C10AB05,Fénofibrate
65569444,C10AB05,Fénofibrate
65700160,C10AB05,Fénofibrate
65725046,C10AB05,Fénofibrate
65946703,C10AB05,Fénofibrate
66127952,C10AB05,Fénofibrate
66139659,C10AB05,Fénofibrate
66211012,C10AB05,Fénofibrate
66732022,C10AB05,Fénofibrate
67140059,C10AB05,Fénofibrate
67204056,C10AB05,Fénofibrate
67222054,C10AB05,Fénofibrate
67338660,C10AB05,Fénofibrate
67452913,C10AB05,Fénofibrate
67672514,C10AB05,Fénofibrate
67701695,C10AB05,Fénofibrate
67737307,C10AB05,Fénofibrate
67877152,C10AB05,Fénofibrate
68382930,C10AB05,Fénofibrate
68462198,C10AB05,Fénofibrate
68470444,C10AB05,Fénofibrate
68753129,C10AB05,Fénofibrate
68849914,C10AB05,Fénofibrate
69196658,C10AB05,Fénofibrate
69420661,C10AB05,Fénofibrate
69553238,C10AB05,Fénofibrate
69561982,C10AB05,Fénofibrate
69612398,C10AB05,Fénofibrate
69935871,C10AB05,Fénofibrate
62938313,C10AB08,Ciprofibrate
66475325,C10AB08,Ciprofibrate
66866758,C10AB08,Ciprofibrate
65691327,C10AC01,Colestyramine
60339254,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
60511953,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
61185670,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
63355388,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
68415316,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
69248521,C10AX06,"Triglycérides oméga 3, autres esters et acides inclus"
60887592,C10AX09,Ezétimibe
60977940,C10AX09,Ezétimibe
60981789,C10AX09,Ezétimibe
63964962,C10AX09,Ezétimibe
64894794,C10AX09,Ezétimibe
65303899,C10AX09,Ezétimibe
65639202,C10AX09,Ezétimibe
65825737,C10AX09,Ezétimibe
66718898,C10AX09,Ezétimibe
66999267,C10AX09,Ezétimibe
67451779,C10AX09,Ezétimibe
68139818,C10AX09,Ezétimibe
68607455,C10AX09,Ezétimibe
69062997,C10AX09,Ezétimibe
69068516,C10AX09,Ezétimibe
69355352,C10AX09,Ezétimibe
69510055,C10AX09,Ezétimibe
62555293,D01AC02,Miconazole
60307032,D01AC03,Econazole
60521470,D01AC03,Econazole
61181985,D01AC03,Econazole
61685323,D01AC03,Econazole
61729741,D01AC03,Econazole
61820358,D01AC03,Econazole
62098492,D01AC03,Econazole
62326387,D01AC03,Econazole
64190434,D01AC03,Econazole
64412162,D01AC03,Econazole
64772993,D01AC03,Econazole
64872666,D01AC03,Econazole
65063233,D01AC03,Econazole
65284281,D01AC03,Econazole
65373901,D01AC03,Econazole
65435445,D01AC03,Econazole
66240875,D01AC03,Econazole
66395110,D01AC03,Econazole
66531838,D01AC03,Econazole
66625604,D01AC03,Econazole
66710638,D01AC03,Econazole
66751033,D01AC03,Econazole
66854713,D01AC03,Econazole
66860082,D01AC03,Econazole
66977744,D01AC03,Econazole
67948749,D01AC03,Econazole
68250551,D01AC03,Econazole
68346119,D01AC03,Econazole
69344548,D01AC03,Econazole
69457211,D01AC03,Econazole
69474118,D01AC03,Econazole
69511634,D01AC03,Econazole
69913825,D01AC03,Econazole
65894808,D01AC05,Isoconazole
69947902,D01AC05,Isoconazole
69571802,D01AC07,Tioconazole
60034936,D01AC08,Kétoconazole
60347710,D01AC08,Kétoconazole
